name,symbol,current_price,total_volume,market_cap
PolySwarm,nct,0.02036003,331415,35278259
Mdex (HECO),mdx,0.03709341,303774,35269994
Hydration,hdx,0.01326567,99716,35227788
QnA3.AI,gpt,0.273518,3370731,35223657
RETARDIO,retardio,0.0361843,3009868,35155114
MINATIVERSE,mntc,5.48,1068348,35084790
Dero,dero,2.76,46761,35059103
Index Coop - ETH 2x Flexible Leverage Index,eth2x-fli,32.3,8589.19,34949349
Measurable Data,mdt,0.057562,1459005,34946066
Moonchain,mxc,0.01430975,5896637,34941535
Sentinel Protocol,upp,0.070166,1381975,34916476
Moon Tropica,cah,12.77,389980,34671918
Hive Dollar,hbd,0.981312,74276,34596704
Mossland,moc,0.08369,4048782,34590695
MEOW,meow,0.02293085,65987,34437129
GraphLinq Chain,glq,0.101103,740170,34427374
Frax Price Index Share,fpis,1.17,4161.6,34145483
Swarm,bzz,0.499104,3787490,33990469
Mango,mngo,0.02591232,189214,33684266
KILT Protocol,kilt,0.245351,49388,33614519
Euro Tether,eurt,1.055,3522041,33582191
Stride Staked Atom,statom,10.88,578941,33556411
BTU Protocol,btu,0.419386,1579.76,33554990
TOR,tor,1.96,134.3,33419933
Kitten Haimer,khai,0.61715,464591,33237311
Impossible Finance Launchpad,idia,0.04357442,25281,33054347
Marinade,mnde,0.125378,320217,33043293
GoGoPool,ggp,7.95,12274.64,32906095
AhaToken,aht,0.00630983,274901,32784202
Astroport,astro,0.076982,43058,32667356
ThetaDrop,tdrop,0.00294841,74096,32606138
iMe Lab,lime,0.075132,9547946,32566130
Aura BAL,aurabal,8.87,62162,32444386
Hacken,hai,0.04949073,387227,32117155
Cetus Protocol,cetus,0.100153,5559697,32058588
Connex,conx,27.88,165005,32054433
Koi,koi,0.06376,295877,31921317
Tokocrypto,tko,0.425011,2147436,31909623
Velas,vlx,0.01225017,764563,31862495
HYCHAIN,topia,0.03429388,313483,31795399
Unifi Protocol DAO,unfi,4.01,4704306,31764189
cBAT,cbat,0.00463,0.0,31759699
XSGD,xsgd,0.737824,9064913,31567031
HyperGPT,hgpt,0.066204,5322058,31511343
Altura,alu,0.04366749,16018734,31486185
Ordiswap,ords,0.04716657,3596818,31331200
Fidu,fidu,0.632051,9455.83,31142253
Shiba Predator,qom,5.1824e-08,112911,31067558
Concordium,ccd,0.00324114,1117112,30994942
Index Cooperative,index,4.6,141268,30972379
League of Kingdoms,loka,0.269182,1969001,30938759
Virtua,tvk,0.174996,232842,30898772
Games for a Living,gfal,0.01950292,1378455,30807282
Cosplay Token,cot,0.03276507,901566,30779284
Aviator,avi,0.00461437,49188,30777633
PAID Network,paid,0.102057,60414,30733627
GXChain,gxc,0.408977,1816.03,30672819
NuNet,ntx,0.04776114,69197,30618260
PinkSale,pinksale,304.54,46.36,30453658
Phoenix Global [OLD],phb,0.00897815,5.17,30407921
Minswap,min,0.02562725,123037,30368124
ECOx,ecox,0.110381,169269,30361169
OORT,oort,0.230302,4071519,30348973
XPR Network,xpr,0.0011679,1209335,30110460
HairDAO,hair,46.55,3676.94,30072782
Everclear,next,0.279672,1790774,29824476
Blocksquare,bst,0.592143,1058956,29820940
Verum Coin,verum,318.19,333039,29779438
Tranchess,chess,0.185582,1736160,29698595
Hydro Protocol,hdro,0.199897,191149,29622198
BOB Token,bob,4.255e-05,3253081,29619433
Alpha Quark,aqt,1.1,1625065,29542490
RARI,rari,2.55,659105,29537688
Santos FC Fan Token,santos,5.32,12651111,29513711
Enzyme,mln,20.26,2065987,29498387
Klever,klv,0.00325806,671880,29415676
doginme,doginme,0.00043535,1755327,29390311
Solchat,chat,3.29,1972452,29323000
dForce,df,0.0417842,1460277,29297494
FEG BSC,feg,0.00058582,18201.95,29246770
Volt Inu,volt,4.69548e-07,255696,29235642
Dexalot,alot,0.582632,302527,29175113
Thala,thl,0.77207,440582,28972232
LumiWave,lwa,0.03746252,4877392,28915594
BIM,bim,1.13,95488,28796467
Kishu Inu,kishu,5.35279e-10,1124472,28726781
Beefy,bifi,357.78,641147,28642764
Vara Network,vara,0.054454,488594,28588384
FARCANA,far,0.04082744,1276524,28528799
AdEx,adx,0.197455,2218277,28493065
PIVX,pivx,0.339266,1375533,28389148
SAD HAMSTER,hammy,0.02885892,2106010,28356927
Decimal,del,0.00306339,111474,28295121
Tokemak,toke,0.618915,298924,28285968
TARS Protocol,tai,0.234277,6059764,28251828
KYVE Network,kyve,0.04752812,20038,28235984
Taraxa,tara,0.0066817,423596,28216513
enqAI,enqai,0.02896164,339227,28196349
BarnBridge,bond,2.9,2485799,28177769
Fluence,flt,0.562934,2302469,28150691
CrossFi,xfi,0.837266,804042,27882718
Mintlayer,ml,0.223432,2136518,27854658
Carbify,cby,2.84,333979,27787011
SLG.GAMES,slg,0.055658,886250,27646162
Katana Inu,kata,0.00100788,380261,27400686
TokenPocket Token,tpt,0.00788723,84861,27360580
MAI,mimatic,0.985364,8734.57,27169738
STON,ston,16.15,848344,27079506
Jackal Protocol,jkl,0.265056,42750,27041932
Shuffle,shfl,0.23963,662638,27029706
ParaSwap,psp,0.02146598,167468,27007912
APX,apx,0.061932,323560,26974179
BiLira,tryb,0.03128512,3754.78,26954672
Miracle Play,mpt,0.057528,192424,26938508
Brickken,bkn,0.426566,211510,26866989
Wing Finance,wing,6.18,3515832,26863175
SUKU,suku,0.107199,365840,26827998
Manifold Finance,fold,15.21,54006,26786624
Aquarius,aqua,0.00089356,65967,26601385
FOMO Network,fomo,0.055223,335292,26452486
UwU Lend,uwu,2.91,52131,26389739
Aventus,avt,2.85,157934,26381380
Catcoin,cat,5.26993e-10,8424149,26270153
TON FISH MEMECOIN,fish,8.7352e-08,1039323,26253800
FC Barcelona Fan Token,bar,2.4,1789633,26252514
Hegic,hegic,0.0242283,137198,26176587
MaidSafeCoin,emaid,0.843351,85027,26140458
Solcasino Token,scs,0.00812706,402464,26092538
BLOCKv,vee,0.0078862,10526.25,26075285
Mochi,mochi,2.606e-05,876314,26041115
Voyager Token,vgx,0.089151,10271578,26035597
VIDT DAO,vidt,0.0315618,696716,25987880
BreederDAO,breed,0.04599477,186441,25960925
Stader,sd,0.689327,829861,25940211
Flux Protocol,flx,0.096569,32298,25921773
BFG Token,bfg,0.02606075,197614,25914196
STEPN Green Satoshi Token on Solana,gst-sol,0.02243111,719009,25851104
Arc,arc,0.02682751,649572,25668066
Geodnet,geod,0.180591,52726,25629357
Crypto Asset Governance Alliance,caga,0.00043059,1500910,25449906
AirSwap,ast,0.124246,1090761,25400308
Aurory,aury,0.428723,44575,25314935
Optimus AI,opti,0.252304,80954,25305923
Morpheus Network,mnw,0.673702,150933,25304831
Archway,arch,0.076903,43150,25183469
UXD Protocol,uxp,0.00610439,72669,25182455
Only1,like,0.076382,1126043,25129749
PARSIQ,prq,0.096179,374240,25068569
Undeads Games,uds,0.776998,1720161,25042458
Stride Staked TIA,sttia,9.35,88037,25011846
Alpaca Finance,alpaca,0.167015,2861767,25009848
SIPHER,sipher,0.260236,26995,24982408
Troll,troll,2.5894e-08,14270622,24869266
BOOK,book,0.0201121,154040,24843928
GAMEE,gmee,0.02510901,1811371,24699793
Silly Dragon,silly,0.02453812,5682101,24613978
Holograph,hlg,0.01614341,7895025,24584380
AirDAO,amb,0.00870606,2461035,24461136
Cryptex Finance,ctx,4.14,333271,24433413
Alkimi,$ads,0.127995,147862,24411573
Vite,vite,0.0221433,628760,24223405
Laine Staked SOL,lainesol,183.05,772.17,23891471
Pepe 2.0,pepe2.0,5.0706e-08,4232827,23883974
T-mac DAO,tmg,13.53,44567,23683139
Boomer,boomer,0.02572656,698603,23682596
Nyan Heroes,nyan,0.220576,7706880,23680174
Gigachad,giga,0.00272374,262206,23668141
Kava Lend,hard,0.175499,957097,23649082
Petals,pts,0.00166098,9926.95,23562681
Open Exchange Token,ox old,0.00395943,2765.5,23538106
Avalaunch,xava,0.626878,319320,23526648
EURA,eura,1.077,306508,23293757
Hatom,htm,1.032,132639,23281434
ResearchCoin,rsc,0.243096,38698,23272587
Counterparty,xcp,8.97,4891.01,23244157
SideShift,xai,0.171394,10920.98,23224464
Xido Finance,xido,0.820062,10.0,23211779
higher,higher,0.02305337,329612,23169768
Pluton,plu,3.82,463303,23070681
Wrapped Ampleforth,wampl,35.57,338757,22964514
XT.com,xt,3.76,9200855,22830268
Extra Finance,extra,0.119701,42837,22758846
Libra Incentix,lixx,0.00339153,1399036,22723240
RabbitX,rbx,0.050127,1077749,22711685
Tectonic,tonic,8.8811e-08,16153.28,22621595
SafeMoon,sfm,4.034e-05,40103,22519229
Vega Protocol,vega,0.364649,259265,22504424
ICHI,ichi,2.61,170791,22497565
WiFi Map,wifi,0.073094,714081,22494654
Elon,elon,3.286e-05,3005185,22493622
Acet,act,0.01029712,176145,22465132
Zypto Token,zypto,0.02503812,142128,22429384
QASH,qash,0.02739982,30477,22287654
Football at AlphaVerse,fav,0.01235313,5.29,22235626
FIO Protocol,fio,0.03069762,1534553,22217171
Catgirl,catgirl,6.22998e-10,1423442,22207589
Gyroscope GYD,gyd,1.0,4090313,22207427
Platypus USD,usp,0.339044,14917.94,22186336
TROY,troy,0.00221133,1116830,22156854
RocketX Exchange,rvf,0.242202,99784,22155414
Metahero,hero,0.0028138,600637,22123537
ISKRA Token,isk,0.129906,117599,22068812
ZKFair,zkf,0.00220269,3442777,22039961
Zeek Coin,meow,2.59e-05,683469,21979134
VeraOne,vro,74.22,26519,21947615
Baby,baby,2.297e-05,296309,21904660
Electronic USD,eusd,1.0,575963,21806692
Manchester City Fan Token,city,2.75,2247152,21711474
Crust Network,cru,0.717081,808287,21664575
Firo,firo,1.57,824365,21587674
Taki Games,taki,0.01838081,3794896,21579823
Camelot Token,grail,1147.78,1184643,21489732
Orby Network USC Stablecoin,usc,0.921401,3765283,21470060
Neurai,xna,0.00171119,334322,21451123
KRYLL,krl,0.583671,190396,21339832
OG Fan Token,og,4.39,4203911,21230507
Arianee,aria20,0.235583,608.59,21188381
chrono.tech,time,29.74,233126,21111640
renBTC,renbtc,69290,5294.46,21106812
Alpine F1 Team Fan Token,alpine,1.85,11239783,21046621
Poollotto.finance,plt,1.4,57332,20995542
Dragonchain,drgn,0.056896,45213,20962005
Ternoa,caps,0.01327764,501033,20953683
Ellipsis [OLD],eps,0.03000857,1969.32,20943627
Inverse Finance,inv,38.6,177447,20893268
FLEX Coin,flex,0.211711,846.85,20888500
Dmail Network,dmail,0.513387,7011612,20878839
Solend,slnd,0.534962,60107,20832527
KONDUX,kndx,0.03770418,55327,20621656
Nexa,nexa,3.72e-06,380263,20599627
Artrade,atr,0.01251194,6880156,20582632
Strips Finance,strp,0.673961,24504,20545111
Scallop,sclp,0.2605,1058832,20523543
Holdstation,hold,3.95,1602978,20522286
Cronos ID,croid,0.133777,25377,20517625
HXRO,hxro,0.03300912,13652.07,20478389
Mars Protocol,mars,0.065725,59728,20474848
Sentinel,dvpn,0.00111345,273187,20439839
Helium IOT,iot,0.00073047,99552,20429249
DeFi Pulse Index,dpi,102.27,79023,20366646
Cellframe,cell,0.708556,461281,20358210
Lazio Fan Token,lazio,2.45,3867687,20322207
BurgerCities,burger,0.611069,13596349,20319330
Evmos,evmos,0.04015996,646217,20301826
Plxyer,plxy,0.02047299,181386,20293000
WAGMI Games,wagmigames,1.031e-05,2234131,20267160
Polimec,plmc,0.364521,94133,20234770
Kleros,pnk,0.02782835,90654,20233898
Quantum Resistant Ledger,qrl,0.258539,503685,20197315
Smart Layer Network,sln,1.25,2634448,20177609
Openfabric AI,ofn,0.325417,565066,20144617
BitMEX,bmex,0.202013,38622,20134387
Bytom,btm,0.01115522,234343,20074215
cUNI,cuni,0.213007,11.32,20064876
Gifto,gft,0.02008363,2440628,20060239
MOOxMOO,moox,0.151239,43506,19963557
UFO Gaming,ufo,7.72648e-07,433349,19876440
LIF3 (OLD),lif3,0.00759623,29.81,19870713
Shido,shido,0.00109364,511220,19811653
Galatasaray Fan Token,gal,2.1,1128143,19782619
Galeon,galeon,0.02865152,79913,19756826
Pintu,ptu,0.267832,19881.02,19741573
StorX,srx,0.04373019,468335,19727221
bZx Protocol,bzrx,0.02074662,125.29,19705573
Robonomics Network,xrt,6.81,38177,19635212
Sperax,spa,0.01157044,860928,19581279
BobaCat,psps,0.03355256,258881,19537570
THREE,$three,0.195671,505276,19535475
BILLION•DOLLAR•CAT (Runes),billy,0.01985852,446331,19459522
Badmad Robots,metal,0.02714769,112860,19408133
AS Roma Fan Token,asr,3.12,13145393,19386881
Vita Inu,vinu,2.15e-08,10272012,19383400
Harambe on Solana,harambe,0.01920717,693490,19194534
GuildFi,gf,0.343823,6397.76,19193803
MUX Protocol,mcb,5.05,35744,19193047
xExchange,mex,4.59e-06,222044,19172136
Base God,tybg,0.00015551,1087719,19107177
Verified USD,usdv,0.998925,2625526,19094580
Vectorspace AI,vxv,0.501046,46472,19051766
Lifeform,lft,0.158729,23724903,19047698
Credefi,credi,0.02552848,509341,18984215
KOALA AI,koko,2.01e-06,2171458,18950509
DexCheck AI,dck,0.04611393,1684397,18855649
MELD [OLD],meld,0.01272933,3077.68,18854275
Kenshi,kns,0.02157156,29072,18588280
DeFi,defi,0.08222,2690970,18579647
OHO Blockchain,oho,0.00076954,1266764,18573543
bitsCrunch Token,bcut,0.097023,98697,18484993
Vector ETH,veth,3499.66,5883.8,18392991
Scallop,sca,0.606709,8458817,18326936
Buying.com,buy,0.02984141,224931,18321998
ANGLE,angle,0.090899,61251,18307142
Coinmetro,xcm,0.060479,13184.83,18286616
Solanium,slim,0.18749,629640,18258338
Tree,tree,0.17678,463051,18249527
Pajamas Cat,pajamas,0.01862244,625255,18248165
Rangers Protocol Gas,rpg,1.96,216882,18229195
xSUSHI,xsushi,1.45,689.27,18209855
HELLO,hello,0.03429304,952919,18207955
Adshares,ads,0.469253,6260.69,18177352
Chain-key Bitcoin,ckbtc,70480,111514,18175388
Baanx,bxx,0.072591,28230,18147704
Decentral Games,dg,0.02332375,556.05,18114881
Raini Studios Token,rst,0.03199132,181998,18094297
Shyft Network,shft,0.00835141,4024.22,18088781
Altered State Machine,asto,0.02249776,5894888,18052572
BeethovenX sFTMX,sftmx,0.778482,80882,18001342
Media Licensing Token,mlt,0.122774,200832,17971826
LinqAI,lnq,0.119768,786622,17965204
Step Finance,step,0.04749751,341253,17964744
RigoBlock,grg,2.71,23.39,17858037
XANA,xeta,0.00751152,5446204,17846879
Talken,talk,0.087755,91128,17835510
PondCoin,pndc,1.89858e-07,599282,17827566
DFI.money,yfii,448.67,2616764,17808552
Enjinstarter,ejs,0.00445599,304192,17752455
Astrafer,astrafer,0.112147,52793,17707220
Stobox,stbu,0.184388,169048,17679625
MAGA VP,mvp,0.400599,1428426,17671523
Creo Engine,creo,0.060905,2107254,17671378
KardiaChain,kai,0.00369768,162002,17646646
LEOX,leox,0.6978,333739,17576720
GameGPT,duel,0.00665884,2768809,17567244
Newscrypto Coin,nwc,0.103395,102885,17522595
NFT Worlds,wrld,0.03188144,36453,17500790
Orange,ornj,0.25,6433993,17474975
Stader BNBx,bnbx,707.46,243672,17468599
Stader NearX,nearx,7.54,1.84,17437075
Viberate,vib,0.097291,5226280,17437017
nuco.cloud,ncdt,0.519495,188332,17410102
XEN Crypto,xen,1.6466e-07,1199317,17407486
Nimiq,nim,0.00147178,173079,17298068
Symbiosis,sis,0.270021,2411169,17292696
Metacade,mcade,0.00983339,358838,17268863
Step App,fitfi,0.00670536,3563654,17265393
Polaris Share,pola,0.03771411,684949,17260046
GME (Ethereum),gme,4.269e-05,4370590,17241152
PIP,pip,0.09166,693947,17236653
AIT Protocol,ait,0.205592,439755,17210767
NvirWorld,nvir,0.01398182,3186218,17163411
PolyDoge,polydoge,1.9813e-08,931732,17004091
Silo Finance,silo,0.05353,65479,16993170
Stride Staked Osmo,stosmo,0.82974,176562,16992118
Solama,solama,0.02519771,460180,16972269
THORWallet DEX,tgt,0.03276845,71219,16963567
Spectre AI,spectre,1.7,95523,16943096
TrustSwap,swap,0.170008,7008714,16924029
OPEN Ticketing Ecosystem,opn,0.00153198,202005,16922110
QORPO WORLD,qorpo,0.275126,721184,16898607
Cakepie,ckp,6.73,435270,16893191
SatoshiVM,savm,2.31,796280,16859116
Lingose,ling,0.00263159,6536757,16852435
Huobi BTC,hbtc,17365.04,154.24,16835178
Param,param,0.064829,8503757,16790595
Ambire Wallet,wallet,0.02826295,1450404,16775623
Quiztok,qtcon,0.00184841,155103,16767722
Spookyswap,boo,1.68,93286,16668607
Kyber Network Crystal Legacy,kncl,0.773832,959064,16625995
Penpie,pnp,3.2,85066,16621435
Thetanuts Finance,nuts,0.01575527,66527,16621316
SubQuery Network,sqt,0.01667425,286878,16614423
WINR Protocol,winr,0.04400156,144395,16563716
Image Generation AI,imgnai,0.02129457,131263,16549999
Passage,pasg,0.01922594,30524,16547978
SpaceN,sn,0.412495,21571,16513722
Synesis One,sns,0.03209575,1678369,16465382
Fimarkcoin.com,fmc,0.0006362,8984365,16415123
zkSwap Finance,zf,0.04349983,7052548,16414389
Abelian,abel,0.175936,446318,16404074
PLAYA3ULL GAMES,3ull,0.00166545,424772,16252558
BlockGames,block,0.119561,2649990,16251167
Indigo Protocol,indy,1.33,112268,16194224
Foxsy AI,foxsy,0.0796,184716,16176888
Fei USD,fei,0.99672,1549.62,16172405
00 Token,00,0.069336,84483,16125685
TEH EPIK DUCK,epik,0.01900056,463680,16120810
Saito,saito,0.00754529,220078,16062386
Lumerin,lmr,0.0263544,77596,16008105
Planet Token,planet,1.87e-05,1877083,15917955
NAVI Protocol,navx,0.124363,11286678,15876088
XDAO,xdao,0.677415,796840,15842771
Domani Protocol,dextf,0.240561,52944,15830679
Tower,tower,0.00996527,211024,15815309
Grape,grp,3.56,243761,15772526
Aeternity,ae,0.03706863,512245,15757966
Arkadiko,diko,0.207253,4179.68,15757784
KOMPETE,kompete,0.02322413,16144.02,15702702
Gamium,gmm,0.0003349,248492,15681357
Juventus Fan Token,juv,2.19,3923289,15463781
dForce USD,usx,0.992086,1293.01,15391548
Hacash Diamond,hacd,166.05,26896,15375052
Fractal,fra,0.00132618,395578,15369657
Matrix AI Network,man,0.03446309,286855,15342216
BabyBonk,babybonk,3.65e-11,5133887,15335227
DexNet,dexnet,0.03829831,783848,15294305
BXN,bxn,0.00308349,439367,15289038
Toucan Protocol: Base Carbon Tonne,bct,0.831172,10566.14,15284594
Thales,thales,0.278175,31261,15274674
veCRV-DAO yVault,yve-crvdao,0.745024,111.57,15272701
GoGoPool ggAVAX,ggavax,34.61,12935.69,15272059
Picasso,pica,0.00291765,524617,15227535
Port3 Network,port3,0.134885,1293904,15191022
Thought,tht,0.03357099,50373,15161478
Honeyland,hxd,0.04157812,116138,15150676
BIDZ Coin,bidz,0.00507941,64920,15039904
Houdini Swap,lock,0.473336,116823,15027099
Prisma mkUSD,mkusd,0.979922,152716,14979604
Peercoin,ppc,0.518361,120606,14924409
Datamall Coin,dmc,0.03875796,677169,14894335
Ethix,ethix,0.211193,215.33,14888532
Tarot,tarot,0.238402,52187,14879570
Wagmi,wagmi,0.00981609,61356,14841443
Ovr,ovr,0.289079,778391,14819716
WeWay,wwy,0.00393729,2783242,14798526
AI INU,aiinu,0.03400493,487831,14769833
Diamond Launch,dlc,0.15366,73792,14763105
NFTX,nftx,35.12,64519,14749109
